1,513500,700,513300,300,513600,100,513200,200,513700,300,513100,300,513800,100,513000,1007,1,0,0,0,0
1,503100,100,502900,200,503200,100,502500,800,503300,200,502400,100,503400,200,502300,100,1,0,0,0,1
1,442900,100,442800,100,443000,37,442700,100,443100,270,442600,100,443300,700,442500,100,1,0,1,1,0
0,498900,46,498700,100,499000,218,498600,200,499300,100,498400,100,499900,2200,498300,100,0,0,0,0,0
0,402600,344,402500,100,402700,100,402400,400,402800,200,402300,418,402900,200,402200,400,0,1,1,1,0
0,413200,1217,413000,380,413300,500,412900,401,413400,200,412800,600,413500,500,412700,400,0,0,0,0,0
0,419300,400,419100,200,419400,200,419000,300,419500,155,418900,200,419600,700,418800,200,1,1,1,0,0
0,426400,300,426200,300,426500,700,426100,300,426600,300,426000,300,426700,200,425800,391,1,0,1,1,1
0,402200,202,402100,100,402300,300,402000,300,402400,100,401900,400,402500,130,401800,3300,1,1,0,0,1
0,413800,400,413200,172,414100,30,413100,467,414200,100,413000,238,414300,483,412900,400,1,1,1,0,1
1,416200,471,415900,500,416300,300,415800,700,416400,300,415700,200,416500,400,415600,1200,0,1,0,1,0
0,428000,100,427400,117,428100,1,427300,3,428400,300,427200,703,428500,602,427100,100,1,1,1,1,0
0,520600,100,520500,34,520900,200,520400,400,521100,400,520300,9,521200,22,520100,100,0,1,1,0,0
1,404700,300,404500,400,404800,200,404400,100,404900,100,404300,100,405000,435,404200,1107,0,1,0,1,0
1,416300,204,416100,1460,416400,300,416000,500,416500,300,415900,700,416600,300,415800,500,1,1,1,1,0
0,499100,200,498900,200,499200,633,498800,234,499300,300,498700,300,499400,300,498600,300,1,1,1,0,1
0,444300,539,444200,200,444400,200,444100,600,444500,139,444000,400,444600,600,443900,500,1,0,1,1,0
1,499100,10,499000,500,499200,205,498800,500,499300,180,498500,400,499400,300,498400,200,0,0,0,0,1
0,508500,657,508300,100,508600,408,508200,351,508700,41,508100,561,508800,41,508000,300,0,0,1,0,0
0,508000,100,507700,100,508200,100,507600,400,508300,400,507500,400,508400,100,507300,300,1,1,0,1,0
1,507300,33,507200,200,507400,200,507100,430,507500,428,507000,830,507600,600,506900,100,1,1,1,0,1
0,505800,117,505400,700,505900,200,505300,100,506000,200,505200,100,506100,100,505100,100,0,1,0,0,1
0,441200,629,441000,541,441300,400,440900,300,441400,200,440800,313,441500,700,440700,800,0,1,1,1,1
0,443900,448,443700,1321,444000,400,443600,200,444100,300,443500,301,444200,400,443400,400,0,0,1,1,1
1,426600,200,426400,300,426700,625,426300,300,426800,200,426200,100,426900,700,426100,100,1,0,1,0,1
0,428700,400,428500,700,428800,400,428400,400,428900,200,428300,1100,429000,900,428200,400,1,0,1,0,0
0,418200,200,418100,2,418300,203,418000,400,418400,800,417900,700,418500,1700,417800,402,0,1,1,1,0
1,407400,155,407100,100,407500,200,407000,600,407600,301,406900,414,407700,200,406800,230,0,0,0,1,1
0,443600,274,443500,129,443700,300,443400,533,443800,600,443300,700,443900,700,443200,300,1,0,0,1,1
0,500300,100,5e+05,100,500500,285,499900,500,500600,285,499800,31,500700,785,499500,200,1,1,0,1,1
0,413100,807,413000,100,413200,451,412900,100,413300,214,412800,900,413400,300,412700,230,0,0,1,0,1
1,487800,8,487500,38,487900,100,487200,100,488000,300,487100,110,488100,1,486900,600,0,0,1,1,0
0,519400,2000,519000,90,519600,91,518900,1590,519900,350,518800,190,520000,7582,518700,9,1,0,1,0,1
1,410700,54,410400,280,410800,300,410300,200,410900,500,410200,600,411000,200,410100,300,0,0,0,0,1
0,418500,800,418400,5,418600,900,418300,401,418700,403,418200,500,418800,200,418100,700,0,0,0,0,1
0,506400,300,506300,100,506500,300,506200,400,506600,200,506100,715,506700,900,506000,1106,1,1,0,0,1
0,415800,331,415700,100,415900,332,415600,300,416000,300,415500,400,416100,900,415400,500,1,1,0,0,1
0,506400,501,506200,200,506500,400,506100,200,506600,224,506000,800,506700,300,505900,200,0,0,0,1,0
1,418100,950,417700,362,418200,100,417600,145,418700,8,417500,100,419000,500,417400,100,0,1,1,0,1
0,512100,300,512000,100,512200,300,511900,300,512300,500,511800,417,512400,298,511700,300,1,1,1,1,0
1,488100,52,487900,33,488200,189,487800,400,488300,200,487500,200,488400,100,487400,100,1,1,0,0,0
1,441200,100,440800,300,441300,171,440700,400,441400,225,440600,300,441500,100,440500,100,0,0,1,1,0
1,422800,402,422600,300,422900,300,422500,301,423000,800,422400,400,423100,300,422300,400,1,0,0,1,0
1,419200,100,419000,600,419300,100,418900,100,419400,700,418800,300,419500,243,418700,200,1,0,0,1,1
1,507400,100,507100,271,507500,128,507000,103,507600,97,506900,1,507700,500,506800,100,1,1,1,0,0
1,404100,241,403900,460,404200,200,403800,200,404300,700,403700,400,404400,201,403600,300,1,0,1,0,1
1,440400,6,440300,926,440500,100,440200,1109,440600,300,440100,600,440700,400,440000,101,0,1,0,0,1
1,410600,100,410500,300,410700,337,410400,400,410800,600,410300,400,410900,811,410200,500,0,0,1,0,0
1,438400,200,438300,400,438500,800,438200,419,438600,700,438100,800,438700,400,438000,300,0,0,0,0,0
1,512400,500,512200,300,512500,705,512100,600,512600,600,512000,400,512700,100,511900,800,0,1,1,0,1
1,516100,100,516000,1504,516200,200,515900,200,516300,300,515800,301,516400,100,515700,140,0,1,1,0,0
0,498600,336,498400,100,498700,100,498200,1,498800,200,498000,523,498900,100,497500,500,0,0,1,0,1
0,415500,471,415300,135,415600,300,415200,243,415700,304,415100,800,415800,900,415000,400,0,1,0,1,0
0,417000,300,416900,100,417100,300,416800,500,417200,301,416700,200,417300,800,416600,900,0,1,0,1,1
1,505000,1,504800,221,505100,60,504700,1000,505200,100,504600,100,505300,300,504500,300,1,0,1,0,0
0,503800,400,503500,300,503900,200,503400,400,504000,407,503300,700,504100,300,503200,300,0,1,1,0,0
1,499700,100,499600,100,499900,256,499500,38,5e+05,202,499300,200,500100,100,499200,200,0,1,0,0,0
1,440000,200,439900,400,440100,600,439800,303,440200,501,439700,100,440300,300,439600,700,1,1,0,0,1
1,531200,100,531100,100,531300,206,531000,400,531400,200,530900,350,531500,254,530800,800,1,0,0,1,1
1,420200,8,420100,200,420300,400,420000,100,420400,200,419900,100,420500,100,419800,100,0,1,0,0,1
1,530700,100,530600,202,530800,100,530500,952,530900,350,530400,600,531000,830,530300,699,0,1,0,1,0
0,505900,100,505600,100,506000,100,505500,100,506100,101,505300,100,506200,100,505200,300,1,0,0,1,0
1,500200,100,500100,800,500300,216,5e+05,749,500400,900,499900,200,500500,401,499800,255,0,1,0,1,1
0,516200,100,515900,100,516300,141,515800,492,516400,213,515700,400,516500,100,515600,300,1,0,1,1,1
1,504400,198,503500,100,504500,100,503400,136,504600,100,503300,99,504700,100,503100,299,1,0,1,0,0
0,504100,1600,503900,100,504400,200,503800,200,504500,200,503700,200,504600,200,503600,300,0,1,0,1,1
0,507200,516,507000,223,507300,200,506900,300,507400,1300,506800,500,507500,202,506700,300,1,1,1,0,0
1,513400,1,513100,300,513500,100,513000,1100,513600,600,512900,200,513700,100,512800,800,0,1,0,1,1
0,386500,400,386400,100,386600,300,386300,501,386700,630,386200,300,386800,200,386100,800,1,0,1,0,1
0,506100,100,506000,100,506200,400,505900,200,506400,300,505800,800,506600,300,505700,300,1,0,0,0,1
1,414000,100,413900,200,414100,637,413800,500,414200,1001,413700,900,414300,800,413600,700,0,1,0,1,0
0,405800,109,405700,10,405900,300,405600,300,406000,200,405500,300,406100,1428,405400,300,1,0,1,0,1
1,501400,500,501200,334,501500,600,501100,500,501600,300,501000,600,501700,400,500900,600,1,0,1,0,0
1,532200,318,532000,5404,532300,150,531900,650,532400,200,531800,500,532500,200,531700,702,0,1,0,1,0
0,417900,200,417700,200,418000,300,417600,400,418100,830,417500,900,418200,300,417400,1000,0,1,0,1,1
0,418900,1088,418800,50,419000,300,418700,200,419100,200,418600,300,419200,300,418500,300,1,0,1,0,0
1,385600,100,385400,430,385700,300,385300,301,385800,400,385200,900,385900,400,385100,900,0,1,0,1,0
1,489900,150,488600,200,490500,25,488500,100,491700,100,487200,190,493500,400,487000,300,0,1,0,1,1
1,413500,260,413300,403,413600,348,413200,414,413700,599,413100,800,413800,511,413000,300,0,0,1,1,1
1,489900,200,489500,300,490000,226,489400,100,490100,100,489300,100,490200,200,489200,200,1,0,0,0,1
1,503600,200,503000,100,503700,100,502800,123,503800,285,502700,100,503900,785,502600,100,1,0,0,0,0
1,428000,25,427900,200,428100,100,427800,2,428200,1,427700,200,428300,210,427600,200,0,1,0,0,1
1,412000,100,411900,100,412100,200,411800,400,412200,300,411700,401,412300,600,411600,972,0,1,0,1,1
0,385700,300,385500,333,385800,400,385400,400,385900,930,385300,400,386000,500,385200,1000,1,0,1,0,1
1,442700,100,442600,122,442800,200,442500,400,442900,400,442400,496,443000,700,442300,422,0,1,0,1,1
0,418000,51,417900,100,418100,278,417800,400,418200,704,417700,330,418300,300,417600,300,0,1,0,0,1
1,395900,200,395800,408,396000,100,395700,300,396100,300,395600,100,396200,300,395500,200,0,1,0,1,1
0,490300,600,490000,500,490400,100,489900,500,490500,200,489800,200,490600,200,489700,400,0,1,0,1,0
0,500100,200,5e+05,100,500300,142,499900,100,500400,100,499700,200,500500,100,499600,500,1,1,0,1,1
1,406300,702,406100,800,406400,500,406000,900,406500,300,405900,300,406600,600,405800,400,0,1,0,1,0
1,419000,100,418900,1200,419100,370,418800,100,419200,800,418700,500,419300,300,418600,500,0,1,1,1,1
0,403700,200,403500,100,403800,339,403400,580,403900,300,403300,905,404000,800,403200,300,0,1,0,1,1
1,503700,100,503500,332,503800,200,503400,400,503900,100,503300,735,504000,200,503200,200,1,0,1,0,1
0,507600,3400,507500,55,507700,555,507400,200,507800,100,507300,300,507900,902,507200,700,1,0,0,0,1
0,505700,300,504400,300,506000,800,504300,400,506100,1100,504200,100,506200,149,503100,200,0,0,1,1,1
1,517800,100,517500,300,517900,200,517100,800,518000,100,516900,700,518600,447,516600,500,1,0,0,1,0
0,403400,200,403300,100,403500,400,403200,273,403600,200,403100,100,403700,300,403000,200,0,0,1,0,0
0,518000,214,517900,100,518100,394,517800,200,518200,4300,517700,100,518400,192,517600,200,0,1,0,0,1
1,440100,100,439900,645,440200,300,439800,1000,440500,100,439700,200,440600,200,439600,280,0,0,1,1,1
1,425400,100,424900,200,425500,200,424800,100,425900,245,424700,100,426100,117,424600,100,0,0,0,1,0
0,507000,400,506900,100,507100,300,506800,100,507200,200,506700,204,507300,300,506600,300,1,0,0,0,0
0,386800,200,386400,201,386900,200,386300,226,387000,800,386200,200,387100,200,386100,300,1,1,0,0,0
0,382900,200,382700,601,383000,300,382600,370,383100,500,382500,800,383200,500,382400,230,1,0,0,0,0
1,502600,19,502400,100,502700,200,502100,218,502800,1,502000,200,502900,100,501900,700,1,0,0,0,1
0,519300,75,519100,90,519500,190,519000,100,519700,190,518900,93,520000,1466,518500,50,1,0,1,0,1
1,403000,2,402900,128,403100,229,402800,200,403200,300,402700,400,403300,200,402600,200,1,0,1,1,1
0,399400,200,399100,100,399500,500,399000,100,399600,324,398900,200,399700,238,398800,100,1,0,0,0,1
0,505500,100,504700,398,505600,700,504400,84,505800,400,504300,49,505900,121,504100,684,0,1,0,0,1
0,420500,800,420300,925,420600,200,420200,949,420700,400,420100,300,420800,400,420000,300,1,1,1,1,1
0,432800,300,432600,1008,432900,700,432500,511,433000,300,432400,211,433100,300,432300,201,1,1,0,1,1
0,428900,200,428800,100,429000,400,428700,834,429100,780,428600,602,429200,729,428500,1200,1,0,1,0,1
1,516500,100,516200,25,516600,300,516100,100,516700,400,516000,600,516800,300,515800,400,1,0,0,1,1
1,523200,88,523100,14,523400,100,522900,100,523600,20,522800,100,523700,100,522700,600,1,1,0,0,0
0,442800,200,442400,200,442900,150,442300,200,443000,200,442200,100,443100,100,441700,100,0,1,1,0,0
0,386000,100,385900,100,386100,200,385800,415,386200,400,385700,400,386300,652,385600,1100,1,0,1,0,1
1,388200,94,388100,300,388300,229,388000,700,388400,900,387900,400,388500,300,387800,400,1,0,1,0,1
0,413800,659,413600,100,413900,259,413500,300,414000,754,413400,400,414100,443,413300,300,1,1,0,0,0
